CMDLINE c:\users\avinash\appdata\local\programs\python\python36\python.exe 'minor_bkgrd sub code.py'
MEM 1.605469 1624567906.8231
MEM 12.011719 1624567906.9349
MEM 17.011719 1624567907.0463
MEM 20.503906 1624567907.1562
MEM 23.800781 1624567907.2660
MEM 27.308594 1624567907.3763
MEM 31.406250 1624567907.4874
MEM 36.214844 1624567907.5980
MEM 41.765625 1624567907.7077
MEM 52.097656 1624567907.8185
MEM 58.230469 1624567907.9297
MEM 58.554688 1624567908.0415
MEM 237.433594 1624567908.1521
MEM 247.589844 1624567908.2629
MEM 248.820312 1624567908.3745
MEM 249.953125 1624567908.4854
MEM 250.246094 1624567908.5961
MEM 251.011719 1624567908.7058
MEM 250.992188 1624567908.8154
MEM 251.156250 1624567908.9241
MEM 250.769531 1624567909.0354
MEM 251.125000 1624567909.1473
MEM 252.613281 1624567909.2587
MEM 252.109375 1624567909.3694
MEM 252.730469 1624567909.4811
MEM 252.730469 1624567909.5931
MEM 252.730469 1624567909.7034
MEM 252.234375 1624567909.8142
MEM 252.269531 1624567909.9237
MEM 252.128906 1624567910.0356
MEM 251.878906 1624567910.1470
MEM 252.703125 1624567910.2577
MEM 252.878906 1624567910.3684
MEM 252.402344 1624567910.4802
MEM 252.324219 1624567910.5911
MEM 252.960938 1624567910.7025
MEM 252.535156 1624567910.8133
MEM 253.027344 1624567910.9250
MEM 252.902344 1624567911.0365
MEM 252.714844 1624567911.1482
MEM 252.570312 1624567911.2599
MEM 252.453125 1624567911.3706
MEM 252.292969 1624567911.4813
MEM 252.132812 1624567911.5920
MEM 252.363281 1624567911.7017
MEM 253.808594 1624567911.8135
MEM 252.066406 1624567911.9243
MEM 252.066406 1624567912.0358
MEM 252.742188 1624567912.1475
MEM 252.457031 1624567912.2576
MEM 252.660156 1624567912.3679
MEM 252.078125 1624567912.4797
MEM 252.621094 1624567912.5893
MEM 252.574219 1624567912.7002
MEM 252.609375 1624567912.8080
MEM 252.792969 1624567912.9176
MEM 252.070312 1624567913.0297
MEM 252.910156 1624567913.1381
MEM 252.609375 1624567913.2497
MEM 252.777344 1624567913.3615
MEM 252.429688 1624567913.4732
MEM 252.378906 1624567913.5848
MEM 252.082031 1624567913.6956
MEM 252.460938 1624567913.8063
MEM 252.839844 1624567913.9180
MEM 253.855469 1624567914.0298
MEM 252.542969 1624567914.1397
MEM 252.625000 1624567914.2511
MEM 253.402344 1624567914.3618
MEM 253.964844 1624567914.4726
MEM 253.257812 1624567914.5842
MEM 253.867188 1624567914.6952
MEM 253.988281 1624567914.8046
MEM 253.960938 1624567914.9163
MEM 254.152344 1624567915.0285
MEM 254.476562 1624567915.1399
MEM 254.535156 1624567915.2512
MEM 254.156250 1624567915.3629
MEM 254.437500 1624567915.4737
MEM 254.152344 1624567915.5853
MEM 254.156250 1624567915.6971
MEM 254.519531 1624567915.8077
MEM 254.152344 1624567915.9182
MEM 254.511719 1624567916.0297
MEM 255.019531 1624567916.1405
MEM 254.414062 1624567916.2513
MEM 255.027344 1624567916.3617
MEM 254.738281 1624567916.4725
MEM 254.152344 1624567916.5837
MEM 254.679688 1624567916.6954
MEM 256.664062 1624567916.8071
MEM 254.699219 1624567916.9188
MEM 254.152344 1624567917.0295
MEM 254.593750 1624567917.1396
MEM 254.792969 1624567917.2503
MEM 254.917969 1624567917.3610
MEM 254.324219 1624567917.4717
MEM 254.914062 1624567917.5834
MEM 254.343750 1624567917.6951
MEM 254.191406 1624567917.8060
MEM 254.152344 1624567917.9161
MEM 254.152344 1624567918.0274
MEM 254.187500 1624567918.1382
MEM 254.437500 1624567918.2482
MEM 254.636719 1624567918.3573
MEM 254.152344 1624567918.4689
MEM 254.156250 1624567918.5807
MEM 254.250000 1624567918.6915
MEM 254.816406 1624567918.8021
MEM 254.203125 1624567918.9138
MEM 255.890625 1624567919.0255
MEM 254.988281 1624567919.1356
MEM 255.046875 1624567919.2467
MEM 254.707031 1624567919.3576
MEM 254.652344 1624567919.4682
MEM 254.406250 1624567919.5788
MEM 254.941406 1624567919.6892
MEM 255.046875 1624567919.8000
MEM 254.765625 1624567919.9118
MEM 257.179688 1624567920.0229
MEM 254.683594 1624567920.1348
MEM 254.156250 1624567920.2462
MEM 254.714844 1624567920.3579
MEM 259.410156 1624567920.4697
MEM 254.222656 1624567920.5809
MEM 254.593750 1624567920.6927
MEM 255.937500 1624567920.8043
MEM 254.644531 1624567920.9160
MEM 254.164062 1624567921.0277
MEM 255.937500 1624567921.1397
MEM 254.441406 1624567921.2511
MEM 254.343750 1624567921.3628
MEM 254.667969 1624567921.4735
MEM 255.058594 1624567921.5852
MEM 254.515625 1624567921.6970
MEM 254.992188 1624567921.8076
MEM 254.429688 1624567921.9183
MEM 255.058594 1624567922.0290
MEM 254.683594 1624567922.1407
MEM 254.164062 1624567922.2514
MEM 254.621094 1624567922.3599
MEM 254.167969 1624567922.4697
MEM 254.687500 1624567922.5813
MEM 255.652344 1624567922.6930
MEM 254.699219 1624567922.8027
MEM 257.070312 1624567922.9134
MEM 254.691406 1624567923.0242
MEM 255.058594 1624567923.1348
MEM 254.996094 1624567923.2466
MEM 255.058594 1624567923.3582
MEM 255.058594 1624567923.4693
MEM 254.527344 1624567923.5786
